Transaction ID,User ID,Transaction Amount,Transaction Date/Time,Merchant ID,Merchant Category,Payment Method,Card Type,Cardholder Name,Transaction Status,Billing Address,Shipping Address,CVV Verification,IP Address,Device Information,Location,Transaction Type,Discount/Promo Code,Refund Amount,Fraud Flag
b5a8c93b-566f-4b6a-a78f-69f5891c1af4,0435b81f-6a91-42aa-9335-61fc7cb29aac,382.92,2024-08-05 14:09:12,94766850-ed34-41fb-9cce-9908e7f54541,Groceries,Credit Card,Visa,Ricky Graham,Pending,"37321 Wang Terrace, Bateston, KY 11175","7215 Parker Vista, Carsonport, AL 07830",Yes,143.92.201.110,Desktop,"Brianville, British Indian Ocean Territory (Chagos Archipelago)",Refund,SPRING20,0.0,0
9a598837-1338-412a-9fe9-42f21da147c7,c304f6a5-b30e-45fd-8421-f28e2dc52699,80.06,2024-02-09 01:04:21,fe7a650c-f6f8-4260-b10d-fcb7093603ac,Electronics,Debit Card,American Express,Tammy Schneider,Completed,"86341 Paul Mountain, Rossport, NY 33272","186 Jackson Trafficway Apt. 407, Alejandroshire, PA 71552",No,186.161.222.137,Desktop,"Melissachester, Tajikistan",Refund,,0.0,0
4ea98174-9c76-438d-ac0a-556020179f61,b3d7c7a6-d8ec-4f32-8594-f4dcf709513a,308.62,2024-10-20 00:34:01,8139b982-3950-4083-949d-a57ff10d4396,Clothing,Debit Card,American Express,Joshua Robinson,Pending,"106 Nicole Shoal Apt. 100, Medinafort, NH 78016","985 Frederick Mews, Gordonborough, TN 66630",No,185.25.159.18,Mobile,"Lake Tammy, Tonga",Refund,SUMMER2024,0.0,0
1fcd60d4-7b68-403f-afdb-c49ff0c33bac,aa73f48c-7de6-452e-bd49-1f86d8446431,289.0,2024-09-16 09:05:11,753cfeb8-cdd8-4f0a-8403-b3d59a61d4f5,Electronics,Digital Wallet,MasterCard,Paul Brown,Failed,"2765 James Plaza, Collinsville, UT 94555","2976 Nathan Forges, Osbornemouth, ND 06278",Yes,198.86.52.176,Mobile,"Brittneyland, Saint Kitts and Nevis",Refund,SUMMER2024,0.0,0
137e1e09-7add-4c4b-ad06-f1705df92702,c9e59d7a-adaf-431f-b7fe-17236b1ed1fe,202.66,2024-11-01 12:38:52,214ac3d6-a129-436d-a57a-5c9317b6869c,Health,Debit Card,Visa,Sabrina Brown,Refunded,"28920 Becky Glen Apt. 859, Tracyside, KY 47123","8093 Hernandez Cove Suite 575, Fryeville, MO 86787",Yes,115.113.236.192,Desktop,"East Paul, Mongolia",Purchase,SPRING20,92.75,0
0f306c16-d433-4fea-b9b1-b6528cc10a89,8de4a002-2eb7-4ec6-903d-aa03951ae12e,368.35,2024-05-25 19:01:30,4bc521cd-82c8-4aa7-98dc-d93065d16be3,Health,Digital Wallet,American Express,Tina Blevins,Refunded,"37027 Murray Lake Suite 961, Port Josephstad, MO 06949","75762 Nancy Gateway Apt. 494, Port Cameron, CT 49595",Yes,193.120.183.176,Desktop,"Flemingfurt, Iceland",Refund,FALL2024,97.52,1
54ec34df-bc1a-4780-ad6d-ccb570652a8e,3aefbe0d-97c6-4226-a187-b97b08bb2519,416.71,2024-05-01 06:33:36,443ea826-cb19-4096-901b-4cb1655c3194,Clothing,Credit Card,Visa,Rachel Clark,Completed,"10410 Rachel Center, West Alexisstad, TX 82626","1121 Miller Circles, Griffithtown, DC 89764",No,212.227.94.113,Desktop,"New Rebecca, Pakistan",Purchase,WINTER2024,0.0,0
c55b356c-6a68-4790-84d0-377db12ece53,9edd28fb-a01c-4585-9094-cb293ad18ec0,300.92,2024-07-04 00:45:09,7daecbed-b069-42e7-adc6-cbb7c6446cb7,Travel,Debit Card,Visa,Sarah Doyle,Refunded,"Unit 2273 Box 3490, DPO AE 61579","Unit 6747 Box 8848, DPO AE 28450",Yes,21.164.36.222,Desktop,"Port Nicole, Antarctica (the territory South of 60 deg S)",Purchase,WINTER2024,6.96,0
d89fa608-0242-4a59-b41d-8d1f0c7728b5,01cbcc10-41dc-4dc7-a293-23ee336455c1,270.21,2024-08-31 05:00:09,3b4065d2-5271-4350-b171-cb961bf4cfcc,Entertainment,Digital Wallet,Visa,Deborah Wilson,Pending,"6170 Anthony Locks Suite 108, Wrightton, AK 50549","350 Joshua Corner Apt. 212, West James, MN 75626",No,8.82.56.134,Mobile,"Saraland, Sierra Leone",Refund,SUMMER2024,0.0,0
db8480fa-5fa1-451a-88b5-bb50682734d6,4d13108b-0f7c-425b-8101-53cdf9605e24,449.92,2024-09-27 08:04:36,961cfab2-eed3-4805-b2cf-12d8276cf5a2,Travel,Debit Card,American Express,Edward Bennett,Failed,"545 Brandon Orchard Suite 704, Lake Markport, WY 95283","Unit 6575 Box 4307, DPO AP 75160",Yes,6.7.83.45,Desktop,"South Michael, Eritrea",Refund,SUMMER2024,0.0,0
ddfb1a03-1209-4654-9670-1cca772dcf24,01044487-99dc-40da-b730-eea8e0216ea6,428.94,2024-06-21 03:33:57,b45dd010-6cf3-4ea6-abc1-e0d78660e37e,Electronics,Credit Card,MasterCard,Christopher Mann,Failed,"74238 Thompson Parkway Apt. 075, Daltonton, IN 76956","83605 Harris Glens Apt. 115, Kellyhaven, OR 61767",No,124.149.241.228,Mobile,"East Joseph, Indonesia",Purchase,SPRING20,0.0,0
19153292-8f30-4c5c-ba46-25180b7a4a7b,9ee4dafb-d901-494f-99ad-e5c12c9954c9,447.7,2024-09-15 18:41:50,c53d9911-6783-4fcb-b081-cb41f7b03130,Travel,Credit Card,American Express,Michael Williams,Pending,"43792 Kevin Common Apt. 605, East George, MO 50784","234 Pace Extensions, Aaronside, NM 33185",No,105.109.206.253,Mobile,"Margaretstad, Croatia",Purchase,WINTER2024,0.0,0
30b41cae-248a-45f8-aaf8-4b4c76b7f016,ecd59789-fba0-4077-8200-3939eeda0619,149.22,2024-02-04 15:41:00,2e65558d-bb82-48d5-a545-338534c633cc,Clothing,Digital Wallet,American Express,Stephen Lucero,Completed,"8583 Katie Mission, Shaneshire, OH 28661","548 Davies Drives Suite 921, South Cathyfort, OK 93620",No,84.206.237.128,Desktop,"Crawfordberg, Suriname",Refund,FALL2024,0.0,0
19d5e7ef-39d4-456a-9143-0ac18288494b,aef8d491-5dbf-4864-96ed-b675709792c7,269.7,2024-10-08 10:44:09,fc0817a2-1525-49e4-9926-7405d1ba1424,Electronics,Debit Card,Visa,Amy Nguyen,Completed,"3242 Natalie Pines Suite 377, Fordborough, GU 32925","5082 Watkins Squares, North Melissaside, AL 77519",Yes,186.223.36.119,Desktop,"Christopherstad, Thailand",Purchase,SUMMER2024,0.0,0
3b0d025f-caa0-4501-b8d3-26bfcb0db3ce,ee4feaa3-d6de-440e-800d-92f7fc9669d4,414.31,2024-03-06 10:24:10,f25c682e-8ddb-4e09-aafe-87a43b44dbed,Travel,Debit Card,American Express,Erik Johnson,Failed,"Unit 4354 Box 4806, DPO AE 15730","75143 Young Village, Lake Annchester, MS 68274",No,7.104.242.76,Mobile,"West Ericfort, Turkmenistan",Purchase,SPRING20,0.0,0
9f79ef78-51b5-4c6c-a26f-e765a67de406,1b7e3991-8ed3-49a0-98f6-2ead4788779f,69.67,2024-06-11 03:49:14,cd06d8b1-e33f-4d02-bcba-f8d8024559a4,Health,Digital Wallet,MasterCard,Robert Hoover,Pending,"PSC 9972, Box 8418, APO AA 51314","02071 Walker Ridge Suite 081, South Jason, IA 25139",No,26.223.32.68,Desktop,"Lake Grantview, Ghana",Refund,WINTER2024,0.0,0
bba23c3b-4bcd-4aed-9f24-a563bebc7a8d,273e5993-eb0b-4033-a57c-f4da42766a8d,189.14,2024-09-15 05:47:53,1fee4428-d0ab-485f-a3d1-90d29778c576,Health,Digital Wallet,MasterCard,Chad Lee,Failed,"716 Amanda Walks Apt. 576, Norrisborough, KY 65643","034 Vincent Glen Apt. 016, Karaberg, MI 51757",No,140.75.165.155,Desktop,"Port Jeffreyborough, Swaziland",Purchase,WINTER2024,0.0,0
14142664-c453-4fc1-ace8-1fea5ccfcdb7,37cba776-ee2e-4722-8c03-2c615480d8cf,424.98,2024-10-27 02:38:00,8b78aa9d-7cf3-47f1-9f1e-b40eded28994,Travel,Credit Card,American Express,Jennifer Barnett,Failed,"1444 Thomas Drives Suite 103, Port Jeremy, KY 96677","5294 Hudson Harbor, East Michele, ID 79969",No,110.51.231.201,Mobile,"Hahnview, Australia",Refund,,0.0,0
be8a4c9d-b37f-41b3-994f-e47efa508a0b,d759665f-713c-4ec8-8160-4571910d0acf,58.96,2024-09-16 19:37:18,a3c0be79-8884-4909-af8a-5c99d9b79647,Groceries,Credit Card,MasterCard,Sharon Smith,Failed,"6016 Stone Well, Port Jeffrey, VI 58654","64478 Thompson Mall Apt. 565, Jeremychester, AZ 46688",Yes,140.57.205.63,Mobile,"Wigginsland, Korea",Purchase,,0.0,0
920905ec-501e-419d-a755-3955170dbd4d,a5cca8f6-7b6c-4004-94cb-7ae09c3c7c89,91.91,2024-07-17 11:38:09,7ab27323-36bb-47d1-b1d0-fdb5f9b9da3a,Entertainment,Debit Card,MasterCard,James Martinez,Refunded,"77538 Justin Route, Lake Albertfurt, GU 64676","5875 Sandy Spurs, Lawrenceville, VA 23097",No,36.11.122.157,Desktop,"Kevintown, United States of America",Refund,FALL2024,7.67,0
ca1933d3-a6b7-455c-81e4-79738df6cd3b,f4a24005-fe84-4026-bfe0-a502a36d1f12,189.99,2024-02-25 12:33:39,44f15bb7-c8a2-4513-be4a-88c6b41d8fe7,Travel,Digital Wallet,Visa,Justin Olson,Failed,"25766 Mary Dale, Jacobston, CT 60171","8887 Christina Landing, West Abigail, PA 07154",No,134.65.201.83,Mobile,"Davidborough, Lebanon",Purchase,SUMMER2024,0.0,0
8f0ebdcb-2505-49a9-8b20-44d521c64d04,c9ea0fb0-178a-45b8-a4d8-d51799e79a81,392.03,2024-07-15 05:24:04,1c299d31-e615-4461-9ffe-396f0d7d3240,Electronics,Credit Card,American Express,Tiffany Hale,Failed,"87823 Gerald Street, North Kristin, RI 21584","5600 Pineda Ridges, Mccannstad, GA 20581",Yes,108.227.22.90,Mobile,"Bishopbury, Botswana",Purchase,SPRING20,0.0,0
2c92dca4-9464-4f96-beda-caad69d55ac7,746518d9-4075-4bdb-b522-a1a8de09b6a7,110.71,2024-09-03 17:57:00,83fa7f0e-fec5-424f-a68a-e2c82bcdf9fe,Travel,Credit Card,American Express,Terry Williams,Completed,"629 Adrienne Roads Apt. 464, Hawkinsfort, WA 13531","Unit 6880 Box 9637, DPO AA 52235",Yes,15.169.145.149,Mobile,"New Johnbury, Mayotte",Purchase,SPRING20,0.0,0
4af15a05-6948-4bb4-8ce7-864a29272f52,c4875cff-2aa5-4869-9a73-81c1d1418271,50.6,2024-01-11 06:56:51,dc57525f-9c0d-473e-b5d8-334aaf5970ff,Electronics,Debit Card,American Express,Heidi Harmon,Pending,"265 Maria Groves Apt. 745, New Pamelaton, OH 18413","673 Maria Fall, Port Robert, NV 48397",Yes,10.174.162.253,Mobile,"Port Samuelview, Greece",Refund,SUMMER2024,0.0,0
6ece7248-8cbc-4265-a455-d9e5275a9b2e,ae3b2b74-7c93-486f-858d-dc6d694ec844,424.45,2024-07-17 01:40:00,ad4574ce-5f5e-4185-b8d0-bf23a75f5c17,Clothing,Digital Wallet,Visa,Brian Patrick,Pending,"921 Bridget Radial, Powellstad, SC 61748","8565 Lisa Heights Apt. 930, Jeremyberg, IL 73236",Yes,189.103.167.248,Desktop,"Ramosfort, Lebanon",Refund,FALL2024,0.0,0
40729ea9-5b99-41d5-84e9-32cbc6611334,77e6b8f9-1475-4e4f-92d8-6f671cda8b9f,461.94,2024-03-17 14:23:48,96606d24-6c7c-429a-9e21-cc7a0bebb3af,Groceries,Digital Wallet,MasterCard,Matthew Owens,Pending,"32908 Michael Well, Ashleyshire, GA 11806","303 Clark Ville, South Lisachester, HI 70866",No,6.212.54.73,Desktop,"Hughesport, Tonga",Purchase,SPRING20,0.0,0
0d1831b2-b1b5-4ba8-a93f-5dc342333295,5aa4c6cb-935b-4f59-967f-f2230cb6e7c0,417.53,2024-06-23 17:08:38,ceef42ab-a06f-44d4-9e73-7e70f1f7c85a,Clothing,Digital Wallet,Visa,Andrew Thomas,Refunded,"983 Wilson Mount Apt. 011, Ramirezberg, MN 92387","38954 Austin Burg, North Tanya, IL 56256",Yes,192.254.25.111,Desktop,"North Johnburgh, Brunei Darussalam",Refund,SPRING20,42.47,0
bce3f10d-1790-4591-9e51-9e501e844b1a,2f43c809-ba5e-4e4b-b7bb-ed046d3fee7b,428.91,2024-02-04 11:45:51,be703655-fcc9-4c12-93fd-a4d1071f40f6,Travel,Credit Card,American Express,Thomas Fields V,Refunded,"854 Cain Corner, Stephenstad, IL 38658","281 Robert Mill Apt. 022, Lake Teresaville, GU 70904",No,220.81.122.124,Mobile,"Bookerfort, Cyprus",Refund,SUMMER2024,77.41,0
eace3750-fb2c-47df-9636-43d8178f5857,c5ff3ca8-abe5-4f4d-9015-28c154b4ec80,119.91,2024-01-07 11:27:15,50bbd5cb-398a-4b31-a64e-5983085b20f7,Clothing,Digital Wallet,Visa,Justin Grant,Failed,"002 Anthony Circles, South Rebecca, GU 94659","4670 Oconnell Parkway, New Bradleyview, MS 65766",Yes,216.235.76.89,Mobile,"North Williamberg, Germany",Purchase,WINTER2024,0.0,0
ec2651d7-b6fa-477a-b058-f93a17fe2999,1d4db14b-ca56-4905-a68f-79ce715542e3,443.34,2024-08-04 02:49:52,ca88b721-becd-4223-8b97-cc0c3d8badac,Travel,Debit Card,American Express,Bradley Bowman,Completed,"9963 Cook Groves, Jessicaview, VA 67285","USNS Eaton, FPO AA 45252",Yes,86.187.132.34,Mobile,"Samuelchester, Venezuela",Purchase,,0.0,0
68c80c61-b34a-4098-9d4f-a6fc7e9d56df,d03ff3fd-83d8-4a67-8470-47f422a10163,368.5,2024-08-01 00:10:53,74c54221-75a0-4c0d-b2bc-9def1345654e,Clothing,Digital Wallet,Visa,Brittany Villarreal,Pending,"53492 Carson Tunnel, Elizabethborough, OH 07545","80625 Bailey Brooks, Ralphside, RI 29676",No,73.250.64.238,Desktop,"Hallton, Haiti",Refund,SPRING20,0.0,0
1c7f2527-69c6-4612-9277-e9fcadcf9f19,2a6ec2cb-8081-4627-9a7c-cfe4b6544584,486.19,2024-01-18 15:47:02,cc952f98-9840-40af-9911-a596fc97bc6b,Travel,Credit Card,American Express,Russell Myers,Completed,"7909 Beth Highway, Victoriaport, TN 73284","585 Holmes Mall Apt. 679, Lake Ryan, ME 45670",Yes,17.74.171.232,Mobile,"Port Angela, Guinea",Purchase,WINTER2024,0.0,0
a5fcc1ff-5a09-470b-a7f7-4c25a55d90a9,6341108f-b785-41ab-9d49-9f40f640faf1,291.97,2024-07-30 15:10:27,ea7396d5-3e21-4f9f-83ac-3ae73e15491e,Health,Credit Card,MasterCard,Lori Smith,Pending,"1194 Roth Shoals Suite 004, Danielsshire, IN 16569","PSC 7515, Box 3902, APO AP 12637",No,99.178.207.38,Desktop,"Joneshaven, Algeria",Purchase,SPRING20,0.0,0
0b9e82db-70ba-43d4-820a-67635da19e5b,f06766cd-ea72-48ac-8913-573a6ced8038,9.14,2024-04-06 07:17:38,861d684e-a41e-4854-8120-45ae36f1c469,Health,Digital Wallet,Visa,Crystal Smith,Refunded,"1660 Ortiz Course Suite 362, Natalieburgh, ND 61901","412 Buchanan Plains Apt. 828, Allenland, NE 10927",Yes,74.210.83.31,Desktop,"Lake Keithside, Tokelau",Refund,SPRING20,95.4,0
398760f9-2775-419e-899a-b9aa03889244,8e99fbcd-5dfa-4142-9aed-70cd60250949,341.36,2024-03-07 17:05:10,d0d37a44-8e3a-4e79-9c4b-c6183b14a09d,Clothing,Debit Card,Visa,Gregory Pena,Pending,"432 Mccarthy Cove, Saraport, TX 10829","USCGC Lowery, FPO AA 45657",Yes,95.226.154.71,Mobile,"Jasonbury, Kazakhstan",Refund,,0.0,0
6458e417-21f6-49ec-8298-d6beb4b98db6,cf34d1c3-0a40-4b8c-8929-98e843434208,239.55,2024-09-30 10:46:11,8a052909-771c-43b8-9f1a-6f701b91e23c,Travel,Debit Card,MasterCard,Nathan Smith,Completed,"564 Michael Burgs, New Johnstad, WV 12691","99633 Snyder Groves, Tarastad, MS 89418",Yes,177.185.17.102,Desktop,"Port Rachel, India",Purchase,SUMMER2024,0.0,0
a04d4536-3371-4f29-afd2-665d9a682ce1,9a7d71dd-757f-42db-8a06-7cce7210d34e,423.88,2024-02-24 09:18:18,1b7b2c9f-b6a8-451d-8aa1-6f95d48bde5d,Clothing,Credit Card,Visa,Janet Conley,Failed,"USCGC Gutierrez, FPO AA 83669","412 Andrew Crescent, Wilsonbury, ID 74747",Yes,162.72.78.38,Desktop,"Kennethville, Liberia",Refund,,0.0,0
8bace49f-4940-4567-b3f5-e12292432d0c,c01faa0a-e9c8-4625-911f-c3843481e148,438.22,2024-03-09 00:49:27,0b9cf07b-b501-467a-bf3a-24019d78cba0,Health,Credit Card,American Express,Jacob Golden,Failed,"998 Gutierrez Plains Apt. 861, West Brendaburgh, MP 46691","2791 Stephens Corner Apt. 608, New Samanthaland, MI 90979",Yes,223.3.234.18,Desktop,"New Amandastad, Comoros",Refund,SPRING20,0.0,0
ba5460ac-03dc-4a23-a6d5-975d649a6cfe,b1c18a75-da8f-488d-9c5d-6a2450731f34,23.66,2024-05-08 12:01:12,76fae520-c8c8-4a16-9b41-fd729af653bd,Electronics,Credit Card,Visa,Justin Roberts,Failed,"23768 Sheppard Plains Suite 620, Downsberg, ME 38783","861 Good Place, Mariamouth, SC 43943",Yes,198.143.165.156,Desktop,"Christinetown, Jordan",Purchase,FALL2024,0.0,0
6b812569-f4bd-4f52-8e80-4d9db9672679,98636d21-b0aa-4dab-9ebc-5c8f2e0621e2,322.74,2024-03-02 14:06:54,8e3f6724-7462-4210-824f-e55b71ac1d19,Groceries,Credit Card,MasterCard,Keith Mendez,Failed,"33615 Black Lock, Bishopshire, RI 01730","376 Johnny Harbor, Lake Patrick, FM 71722",No,198.152.221.8,Mobile,"North Christopherville, French Southern Territories",Purchase,FALL2024,0.0,0
71622e50-aa3a-46cf-8a66-15e4d371e84a,88c15c78-d9eb-4978-bd97-08090ce9b80f,391.15,2024-07-11 01:28:51,58d7bd92-cfdc-432d-91dd-3623d41ba67c,Electronics,Digital Wallet,American Express,Shari Smith,Completed,"PSC 6415, Box 3053, APO AP 94607","723 Robert Junctions, West Rhondafurt, HI 41386",No,144.10.99.237,Mobile,"Kathleenburgh, Libyan Arab Jamahiriya",Purchase,SPRING20,0.0,0
837d6c67-5fa0-46d2-b878-4486b0d1b97c,848ef542-007f-4d9e-8472-2d5c84663c06,491.88,2024-09-15 22:17:27,b62e53dd-a9fc-413e-b334-2d99ab04948f,Health,Digital Wallet,MasterCard,Melissa Ford,Refunded,"4848 Melvin Course, New Nicholaschester, DE 12229","923 Richards Ways Apt. 584, Lake Matthew, MS 04589",No,47.210.251.242,Mobile,"Amybury, Albania",Refund,SUMMER2024,58.78,0
7b6df2ea-c936-4172-99d1-e3c9ab8a4c99,022b6472-9080-4d6d-ac19-69dcae7d8d8a,390.58,2024-02-17 12:21:40,280c5b18-e331-44a1-9459-14e8dbaedb5c,Health,Credit Card,American Express,Chelsey Ray,Pending,"4268 Amy Prairie Apt. 348, Troyhaven, VA 42176","PSC 6307, Box 3976, APO AA 20019",Yes,170.158.2.221,Mobile,"Lake Morgan, Azerbaijan",Refund,,0.0,0
2c2e51d9-a8ec-46dd-b294-b6f74e97663b,f76077f7-3296-49d9-8542-dbf15f3b54b2,340.06,2024-02-05 15:45:54,5ee202e0-fc7a-487a-ab88-7a573ca71ff3,Travel,Digital Wallet,MasterCard,Melissa Bridges,Failed,"93966 Matthew Way, Port Joseshire, NH 54041","76687 Robert Greens, South Patricia, AS 32604",Yes,67.17.205.95,Desktop,"New Francisco, Russian Federation",Purchase,SPRING20,0.0,0
fef6f997-fa7b-423b-8317-24a1216e030a,67a8cf89-a6e8-4cbe-93ad-e32146a6608c,57.75,2024-02-04 16:16:45,79c6b73a-2eb7-4d81-94e9-b1a544716423,Travel,Digital Wallet,Visa,Kyle Parker,Failed,"47965 Freeman Corner Suite 180, West Elizabethbury, NE 64308","0676 Joshua Pass Suite 018, Longton, SD 78740",Yes,114.133.96.82,Mobile,"Jenniferside, Mozambique",Purchase,,0.0,0
1be4f17f-b8f8-4ec3-931f-17b6c190164e,b24642b2-c025-4dab-95c3-9d4b3ec581fd,258.7,2024-10-18 02:22:11,0db256d8-3765-4951-bfb8-8eb422885beb,Entertainment,Debit Card,Visa,Kevin King,Completed,"01406 Jodi Islands Suite 467, New Aprilberg, NM 38655","996 David Prairie Suite 456, Anitaport, DC 73478",No,34.104.208.248,Mobile,"Lake Cassidy, Nepal",Purchase,WINTER2024,0.0,0
3f9694ff-d105-4fa0-a5ed-cb302813b61f,cd6f1e25-0f1a-4887-ab79-bc0e7099baf8,25.61,2024-08-29 17:21:59,4c2b2f42-1207-4416-85ea-37b6258fd81f,Electronics,Digital Wallet,MasterCard,Edward Wheeler,Completed,"61766 Jocelyn Grove Suite 755, North Richardstad, MS 37132","58767 Schroeder Bypass, Rhondabury, AL 91740",Yes,74.238.114.171,Desktop,"West Ashley, Martinique",Refund,FALL2024,0.0,0
af99d5fb-565c-418d-9710-17c56b88c388,756bd664-9d8f-461c-ac43-dc25ed4b00f9,369.31,2024-05-10 23:22:45,0c7e0e0e-f14b-4507-a01f-644f607521e1,Groceries,Debit Card,American Express,Anna Wright,Completed,"0588 Anderson Mount, Hollowayville, HI 90490","4825 Spence Fort, Marissastad, DE 49525",No,221.108.17.10,Mobile,"North Thomasview, Grenada",Refund,,0.0,0
4e59fc79-f707-4783-8463-3127a717e34d,1b5b13fc-0c52-4021-ba77-d87deaf9431d,261.54,2024-06-28 15:55:49,ffc25795-b733-45af-983c-a04d3cdd327a,Travel,Credit Card,Visa,Shaun Stephens,Pending,"USS Deleon, FPO AA 51526","875 Moore Harbors Suite 693, West Cynthiaborough, NC 45195",Yes,155.131.142.188,Mobile,"North Jason, Jersey",Refund,SPRING20,0.0,0
c6f2c298-fd33-4ec1-b904-54887b508896,f58d9bab-d349-406a-9891-94ffb7e40e2c,288.7,2024-10-28 19:27:20,bfe0896d-a1b7-4850-ad2a-833035c4d0a3,Groceries,Digital Wallet,Visa,Amber Mack,Completed,"USNS Marquez, FPO AE 81009","4715 Jackson Lake Apt. 415, Jaimestad, WV 72600",Yes,193.71.11.48,Mobile,"Butlerland, Sweden",Refund,SPRING20,0.0,0
b1baa302-6feb-4e28-b6cf-73d91f11a4c6,fbd612a1-1980-4b3d-8b2c-1f7dc26abf46,175.55,2024-10-12 03:34:03,c2120623-dc71-4b40-8178-ef24b7cb4988,Health,Debit Card,MasterCard,Joshua Coleman,Failed,"490 Mark Trail, East Jessicashire, GA 00826","524 Frye Forks Suite 916, Crystalside, PA 30320",No,93.57.166.91,Desktop,"Triciaside, Eritrea",Refund,SUMMER2024,0.0,0
